player_name,position,club,iso_code,team_name,player_norm
Meschak Elia,4 FW,Alanyaspor,COD,DR Congo,meschak elia
Noah Sadiki,3 MF,Sunderland,COD,DR Congo,noah sadiki
Aaron Tshibola,3 MF,Kilmarnock,COD,DR Congo,aaron tshibola
Timothy Fayulu,1 GK,Noah,COD,DR Congo,timothy fayulu
Cédric Bakambu,4 FW,Real Betis,COD,DR Congo,cedric bakambu
Charles Pickel,3 MF,Espanyol,COD,DR Congo,charles pickel
Fiston Mayele,4 FW,Pyramids,COD,DR Congo,fiston mayele
Yoane Wissa,4 FW,Newcastle United,COD,DR Congo,yoane wissa
Matthieu Epolo,1 GK,Standard Liège,COD,DR Congo,matthieu epolo
Chancel Mbemba ( captain ),2 DF,Lille,COD,DR Congo,chancel mbemba
Simon Banza,4 FW,Al-Jazira,COD,DR Congo,simon banza
Gédéon Kalulu,2 DF,Aris Limassol,COD,DR Congo,gedeon kalulu
Edo Kayembe,3 MF,Watford,COD,DR Congo,edo kayembe
Arthur Masuaku,2 DF,Lens,COD,DR Congo,arthur masuaku
Diogo Costa,1 GK,Porto,PRT,Portugal,diogo costa
Nélson Semedo,2 DF,Fenerbahçe,PRT,Portugal,nelson semedo
Rúben Dias,2 DF,Manchester City,PRT,Portugal,ruben dias
Tomás Araújo,2 DF,Benfica,PRT,Portugal,tomas araujo
Diogo Dalot,2 DF,Manchester United,PRT,Portugal,diogo dalot
Matheus Nunes,3 MF,Manchester City,PRT,Portugal,matheus nunes
Cristiano Ronaldo ( captain ),4 FW,Al-Nassr,PRT,Portugal,cristiano ronaldo
Bruno Fernandes,3 MF,Manchester United,PRT,Portugal,bruno fernandes
Gonçalo Ramos,4 FW,Paris Saint-Germain,PRT,Portugal,goncalo ramos
Bernardo Silva,3 MF,Manchester City,PRT,Portugal,bernardo silva
João Félix,4 FW,Al-Nassr,PRT,Portugal,joao felix
José Sá,1 GK,Wolverhampton Wanderers,PRT,Portugal,jose sa
Renato Veiga,2 DF,Villarreal,PRT,Portugal,renato veiga
Gonçalo Inácio,2 DF,Sporting CP,PRT,Portugal,goncalo inacio
João Neves,3 MF,Paris Saint-Germain,PRT,Portugal,joao neves
Francisco Trincão,4 FW,Sporting CP,PRT,Portugal,francisco trincao
Rafael Leão,4 FW,Milan,PRT,Portugal,rafael leao
Pedro Neto,4 FW,Chelsea,PRT,Portugal,pedro neto
Gonçalo Guedes,4 FW,Real Sociedad,PRT,Portugal,goncalo guedes
João Cancelo,2 DF,Barcelona,PRT,Portugal,joao cancelo
Rúben Neves,3 MF,Al-Hilal,PRT,Portugal,ruben neves
Rui Silva,1 GK,Sporting CP,PRT,Portugal,rui silva
Vitinha,3 MF,Paris Saint-Germain,PRT,Portugal,vitinha
Samú Costa,2 DF,Mallorca,PRT,Portugal,samu costa
Nuno Mendes,2 DF,Paris Saint-Germain,PRT,Portugal,nuno mendes
Francisco Conceição,4 FW,Juventus,PRT,Portugal,francisco conceicao
Utkir Yusupov,1 GK,Navbahor Namangan,UZB,Uzbekistan,utkir yusupov
Abdukodir Khusanov,2 DF,Manchester City,UZB,Uzbekistan,abdukodir khusanov
Khojiakbar Alijonov,2 DF,Pakhtakor,UZB,Uzbekistan,khojiakbar alijonov
Farrukh Sayfiev,2 DF,Neftchi Fergana,UZB,Uzbekistan,farrukh sayfiev
Rustam Ashurmatov,2 DF,Esteghlal,UZB,Uzbekistan,rustam ashurmatov
Akmal Mozgovoy,3 MF,Pakhtakor,UZB,Uzbekistan,akmal mozgovoy
Otabek Shukurov,3 MF,Baniyas,UZB,Uzbekistan,otabek shukurov
Jamshid Iskanderov,3 MF,Neftchi Fergana,UZB,Uzbekistan,jamshid iskanderov
Odiljon Hamrobekov,3 MF,Tractor,UZB,Uzbekistan,odiljon hamrobekov
Jaloliddin Masharipov,3 MF,Esteghlal,UZB,Uzbekistan,jaloliddin masharipov
Oston Urunov,3 MF,Persepolis,UZB,Uzbekistan,oston urunov
Abduvohid Nematov,1 GK,Nasaf,UZB,Uzbekistan,abduvohid nematov
Sherzod Nasrullaev,2 DF,Nasaf,UZB,Uzbekistan,sherzod nasrullaev
Eldor Shomurodov ( captain ),4 FW,İstanbul Başakşehir,UZB,Uzbekistan,eldor shomurodov
Umar Eshmurodov,2 DF,Nasaf,UZB,Uzbekistan,umar eshmurodov
Botirali Ergashev,1 GK,Neftchi Fergana,UZB,Uzbekistan,botirali ergashev
Dostonbek Khamdamov,3 MF,Pakhtakor,UZB,Uzbekistan,dostonbek khamdamov
Abdulla Abdullaev,2 DF,Dibba,UZB,Uzbekistan,abdulla abdullaev
Azizjon Ganiev,3 MF,Al-Bataeh,UZB,Uzbekistan,azizjon ganiev
Azizbek Amonov,4 FW,Dinamo Samarqand,UZB,Uzbekistan,azizbek amonov
Igor Sergeev,4 FW,Persepolis,UZB,Uzbekistan,igor sergeev
Abbosbek Fayzullaev,3 MF,İstanbul Başakşehir,UZB,Uzbekistan,abbosbek fayzullaev
Sherzod Esanov,3 MF,Bukhara,UZB,Uzbekistan,sherzod esanov
Bekhruz Karimov,2 DF,Surkhon Termiz,UZB,Uzbekistan,bekhruz karimov
Avazbek Ulmasaliev,2 DF,AGMK,UZB,Uzbekistan,avazbek ulmasaliev
Jakhongir Urozov,2 DF,Dinamo Samarqand,UZB,Uzbekistan,jakhongir urozov
Dominik Livaković,1 GK,Dinamo Zagreb,HRV,Croatia,dominik livakovic
Josip Stanišić,2 DF,Bayern Munich,HRV,Croatia,josip stanisic
Marin Pongračić,2 DF,Fiorentina,HRV,Croatia,marin pongracic
Joško Gvardiol,2 DF,Manchester City,HRV,Croatia,josko gvardiol
Duje Ćaleta-Car,2 DF,Real Sociedad,HRV,Croatia,duje caleta-car
Josip Šutalo,2 DF,Ajax,HRV,Croatia,josip sutalo
Nikola Moro,3 MF,Bologna,HRV,Croatia,nikola moro
Mateo Kovačić,3 MF,Manchester City,HRV,Croatia,mateo kovacic
Andrej Kramarić,4 FW,TSG Hoffenheim,HRV,Croatia,andrej kramaric
Luka Modrić ( captain ),3 MF,Milan,HRV,Croatia,luka modric
Ante Budimir,4 FW,Osasuna,HRV,Croatia,ante budimir
Ivor Pandur,1 GK,Hull City,HRV,Croatia,ivor pandur
Nikola Vlašić,3 MF,Torino,HRV,Croatia,nikola vlasic
Ivan Perišić,4 FW,PSV Eindhoven,HRV,Croatia,ivan perisic
Mario Pašalić,3 MF,Atalanta,HRV,Croatia,mario pasalic
Martin Baturina,3 MF,Como,HRV,Croatia,martin baturina
Petar Sučić,3 MF,Inter Milan,HRV,Croatia,petar sucic
Kristijan Jakić,2 DF,FC Augsburg,HRV,Croatia,kristijan jakic
Toni Fruk,3 MF,Rijeka,HRV,Croatia,toni fruk
Igor Matanović,4 FW,SC Freiburg,HRV,Croatia,igor matanovic
Luka Sučić,3 MF,Real Sociedad,HRV,Croatia,luka sucic
Luka Vušković,2 DF,Hamburger SV,HRV,Croatia,luka vuskovic
Dominik Kotarski,1 GK,Copenhagen,HRV,Croatia,dominik kotarski
Marco Pašalić,4 FW,Orlando City SC,HRV,Croatia,marco pasalic
Martin Erlić,2 DF,Midtjylland,HRV,Croatia,martin erlic
Petar Musa,4 FW,FC Dallas,HRV,Croatia,petar musa
Jordan Pickford,1 GK,Everton,ENG,England,jordan pickford
Ezri Konsa,2 DF,Aston Villa,ENG,England,ezri konsa
Nico O'Reilly,2 DF,Manchester City,ENG,England,nico o'reilly
Declan Rice,3 MF,Arsenal,ENG,England,declan rice
John Stones,2 DF,Manchester City,ENG,England,john stones
Marc Guéhi,2 DF,Manchester City,ENG,England,marc guehi
Bukayo Saka,4 FW,Arsenal,ENG,England,bukayo saka
Elliot Anderson,3 MF,Nottingham Forest,ENG,England,elliot anderson
Harry Kane ( captain ),4 FW,Bayern Munich,ENG,England,harry kane
Jude Bellingham,3 MF,Real Madrid,ENG,England,jude bellingham
Marcus Rashford,4 FW,Barcelona,ENG,England,marcus rashford
Tino Livramento,2 DF,Newcastle United,ENG,England,tino livramento
Dean Henderson,1 GK,Crystal Palace,ENG,England,dean henderson
Jordan Henderson,3 MF,Brentford,ENG,England,jordan henderson
Dan Burn,2 DF,Newcastle United,ENG,England,dan burn
Kobbie Mainoo,3 MF,Manchester United,ENG,England,kobbie mainoo
Morgan Rogers,3 MF,Aston Villa,ENG,England,morgan rogers
Anthony Gordon,4 FW,Newcastle United,ENG,England,anthony gordon
Ollie Watkins,4 FW,Aston Villa,ENG,England,ollie watkins
Noni Madueke,4 FW,Arsenal,ENG,England,noni madueke
Eberechi Eze,3 MF,Arsenal,ENG,England,eberechi eze
Ivan Toney,4 FW,Al-Ahli,ENG,England,ivan toney
James Trafford,1 GK,Manchester City,ENG,England,james trafford
Reece James,2 DF,Chelsea,ENG,England,reece james
Djed Spence,2 DF,Tottenham Hotspur,ENG,England,djed spence
Jarell Quansah,2 DF,Bayer Leverkusen,ENG,England,jarell quansah
Lawrence Ati-Zigi,1 GK,St. Gallen,GHA,Ghana,lawrence ati-zigi
Alidu Seidu,2 DF,Rennes,GHA,Ghana,alidu seidu
Caleb Yirenkyi,3 MF,Nordsjælland,GHA,Ghana,caleb yirenkyi
Jonas Adjetey,2 DF,VfL Wolfsburg,GHA,Ghana,jonas adjetey
Thomas Partey,3 MF,Villarreal,GHA,Ghana,thomas partey
Abdul Mumin,2 DF,Rayo Vallecano,GHA,Ghana,abdul mumin
Abdul Fatawu,4 FW,Leicester City,GHA,Ghana,abdul fatawu
Kwasi Sibo,3 MF,Oviedo,GHA,Ghana,kwasi sibo
Jordan Ayew ( captain ),4 FW,Leicester City,GHA,Ghana,jordan ayew
Brandon Thomas-Asante,4 FW,Coventry City,GHA,Ghana,brandon thomas-asante
Antoine Semenyo,3 MF,Manchester City,GHA,Ghana,antoine semenyo
Joseph Anang,1 GK,St Patrick's Athletic,GHA,Ghana,joseph anang
Christopher Bonsu Baah,4 FW,Al-Qadsiah,GHA,Ghana,christopher bonsu baah
Gideon Mensah,2 DF,Auxerre,GHA,Ghana,gideon mensah
Elisha Owusu,3 MF,Auxerre,GHA,Ghana,elisha owusu
Benjamin Asare,1 GK,Hearts of Oak,GHA,Ghana,benjamin asare
Abdul Rahman Baba,2 DF,PAOK,GHA,Ghana,abdul rahman baba
Jerome Opoku,2 DF,İstanbul Başakşehir,GHA,Ghana,jerome opoku
Iñaki Williams,4 FW,Athletic Bilbao,GHA,Ghana,inaki williams
Augustine Boakye,3 MF,Saint-Étienne,GHA,Ghana,augustine boakye
Kojo Peprah Oppong,2 DF,Nice,GHA,Ghana,kojo peprah oppong
Kamaldeen Sulemana,4 FW,Atalanta,GHA,Ghana,kamaldeen sulemana
Derrick Luckassen,2 DF,Pafos,GHA,Ghana,derrick luckassen
Ernest Nuamah,4 FW,Lyon,GHA,Ghana,ernest nuamah
Prince Kwabena Adu,4 FW,Viktoria Plzeň,GHA,Ghana,prince kwabena adu
Marvin Senaya,2 DF,Auxerre,GHA,Ghana,marvin senaya
Luis Mejía,1 GK,Nacional,PAN,Panama,luis mejia
César Blackman,2 DF,Slovan Bratislava,PAN,Panama,cesar blackman
José Córdoba,2 DF,Norwich City,PAN,Panama,jose cordoba
Fidel Escobar,2 DF,Saprissa,PAN,Panama,fidel escobar
Edgardo Fariña,2 DF,Pari Nizhny Novgorod,PAN,Panama,edgardo farina
Cristian Martínez,3 MF,Ironi Kiryat Shmona,PAN,Panama,cristian martinez
José Luis Rodríguez,3 MF,Juárez,PAN,Panama,jose luis rodriguez
Adalberto Carrasquilla,3 MF,UNAM,PAN,Panama,adalberto carrasquilla
Tomás Rodríguez,4 FW,Saprissa,PAN,Panama,tomas rodriguez
Ismael Díaz,3 MF,León,PAN,Panama,ismael diaz
Yoel Bárcenas,3 MF,Mazatlán,PAN,Panama,yoel barcenas
César Samudio,1 GK,Marathón,PAN,Panama,cesar samudio
Jiovany Ramos,2 DF,Puerto Cabello,PAN,Panama,jiovany ramos
Carlos Harvey,2 DF,Minnesota United FC,PAN,Panama,carlos harvey
Eric Davis,2 DF,Plaza Amador,PAN,Panama,eric davis
Andrés Andrade,2 DF,LASK,PAN,Panama,andres andrade
José Fajardo,4 FW,Universidad Católica,PAN,Panama,jose fajardo
Cecilio Waterman,4 FW,Universidad de Concepción,PAN,Panama,cecilio waterman
Alberto Quintero,3 MF,Plaza Amador,PAN,Panama,alberto quintero
Aníbal Godoy ( captain ),3 MF,San Diego FC,PAN,Panama,anibal godoy
César Yanis,3 MF,Cobresal,PAN,Panama,cesar yanis
Orlando Mosquera,1 GK,Al-Fayha,PAN,Panama,orlando mosquera
Michael Amir Murillo,2 DF,Beşiktaş,PAN,Panama,michael amir murillo
Azarias Londoño,4 FW,Universidad Católica,PAN,Panama,azarias londono
Roderick Miller,2 DF,Turan Tovuz,PAN,Panama,roderick miller
Jorge Gutiérrez,2 DF,Deportivo La Guaira,PAN,Panama,jorge gutierrez
